,FLA1 amount,RAM1 amount,LAN speed,802dot11,Release
TP-LINK TL-WR740N v4.x,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2011
ZyXEL P-663HN-51,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2009
Westell VersaLink 7550 (B90-755025-15),8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2011
Netgear CG2003D,,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2011
Actiontec MI424WR rev D,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2007
T-Com Speedport W701V,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,
ASUS RT-N12HP B1,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2012
ASUS WL-566gM,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2005
Unbranded 3G Router,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2009
Handlink WAP-001 rev. 1,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2010
ASUS RT-N12 rev B1,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2011
Ubiquiti Networks PicoStation2HP,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,
Belkin BoB (F1PI243EGau iinet),8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2009
D-Link DIR-600L rev A1,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2012
Aruba Networks RAP-2WG,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2009
Paradigm iDEA+ Docking Station (PTI-7011N),4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,
Colubris Networks MSC-3200,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,abg,2006
ASUS EA-N66,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100/1000,abgn,2012
E-TOP BR280n,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2011
TP-LINK TL-WR741ND v4.3,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2011
Amigo BRC76n,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2012
Huawei WS319,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2014
ALFA Network AIP-W411 v2.1.0,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2011
D-Link DIR-610 rev A1,,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2012
D-Link DIR-619L rev B1,,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2013
EnGenius EAP150,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2011
Linksys WRT54GS v2.0,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2004
AboCom WAP354,,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,abg,2006
EnGenius ERB9250,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,
VIZIO XWR100,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,abgn,2010
Netgear WPN824N,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2009
Asante SmartHub AWRT-550N,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2010
DQ Technology VisionNet M505N,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2010
Linksys WRT160N v1.0,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2007
TRENDnet TEW-731BR V1.xR,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2011
Hame 3G Wi-Fi Router (MPR-A1),,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2013
JCG JHR-N926R,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2012
2Wire HomePortal 1800HG,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2005
Netgear WG103,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2009
TP-LINK TL-MR3220 v2,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2012
D-Link DIR-615 rev G1,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2009
Airlink101 AR360W3G,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2008
Planex MZK-W04NU,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2008
CD-R KING CW-5356U,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,
D-Link DIR-632,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2010
ZyXEL NBG4604,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100/1000,bgn,2010
Netis WF2415,,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100/1000,bgn,2013
D-Link DIR-809 rev A2,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,abgn+ac,2015
ASUS WL-500gP v1,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2006
SMC SMC8014WG-TWC,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2008
Netgear VVG2000-1,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,
Netis DL-4302,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2011
Buffalo WHR-G300N v2,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2009
ClearAccess EG30WV,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2007
EnGenius ESR6650,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2009
D-Link DIR-620 rev B1,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2009
PHICOMM M1,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2012
D-Link DIR-610N+ rev A1,,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2013
Netgear WNR1000v2h2,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2010
Amped Wireless R10000,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2012
EnGenius ECB9500,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100/1000,bgn,2009
FAST FWR171 150M,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,
Buffalo WLAE-AG300N,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,abgn,2010
Airlink101 AR690W,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100/1000,bgn,2008
TRENDnet TEW-731BR V2.xR,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2014
Linksys WRT600N v1.0,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100/1000,abgn,2007
ZTE ZXV10 H618B,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,
TP-LINK TL-WR841N v8.x,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2012
Aruba Networks AP65,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,abg,2005
D-Link DIR-412 rev B1,,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2011
CenturyLink EQ-660HW,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2010
HooToo TripMate Nano,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,
Linksys WAG320N,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100/1000,abgn,2009
Netgear WAG302v1,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,abg,2005
Planex MZK-W04N,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2007
Thomson TG585v8,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2009
TP-LINK TL-WR841N v1.5,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,
EnGenius ESR300H,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2011
SMC SMC7908VoWBRA2,,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,
TP-LINK TL-MR3020,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2012
Airlink101 AR670W,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2008
Unbranded XDX-RN502J V2.0,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,
Cisco AIR-AP1242AG-A-K9,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,abg,2005
TP-LINK TL-MR3220 v1,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2010
Linksys WRT54G-RG,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2005
TP-LINK TD-W8960N v1.x,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2009
ASUS RT-N10+ rev B1,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2010
TRENDnet TEW-652BRP V3.xR,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2011
Linksys WRT320N v1,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100/1000,abgn,2009
Linksys WRV200,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2006
Sitecom WL-351 v1 002,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100/1000,bgn,
TP-LINK TL-WR941ND v4.x,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2012
RCA DWG855 v2.2,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2011
Cyfre 3G Router,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2008
Amigo BRC70n,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2012
D-Link DSL-2750U rev C1,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2011
D-Link DIR-615 rev H1,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2011
Netgear WNR612v3,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2012
Handlink AP-100,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2013
D-Link DIR-615 rev C1,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2008
Buffalo WER-AM54G54,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,abg,
EnGenius ENS200,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2012
On Networks (Netgear) N300R,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2012
Linksys E900,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2012
D-Link DIR-456 rev A1,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2010
TP-LINK TD-VG3631,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2012
D-Link DIR-506L rev A1,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2012
Netgear WPNT834,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2005
Siemens Gigaset SX763,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,
TP-LINK TL-WR741ND v1.9,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,
Netgear WNR1000v4,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2014
MSI RG70A,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2008
Linksys WAG160N v1,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2008
Planet WNRT-627 v1 (??),4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,
Cisco Valet Plus M20,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100/1000,bgn,2010
D-Link DIR-455U,,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2011
TRENDnet TEW-718BRM,,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2013
EnGenius EAP300,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2011
D-Link DIR-600 rev B1/B2,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2009
Netgear MBR624GU,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2008
TP-LINK TL-WR802N v1.0,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,
Linksys WRT350N v2,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100/1000,bgn,2006
AboCom WRN500,,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,abgn,2011
SMC SMC2552W-G2,,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2006
D-Link DIR-601 rev B1,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2011
TRENDnet TEW-634GRU,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100/1000,bgn,2009
2Wire 2701HG-B,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2006
Linksys WAG120N,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2009
OvisLink AirLive WMU-9000VPN,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2004
TP-LINK TL-WR740N v2.x,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2010
TP-LINK TL-MR3040 v2.x,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2013
Netgear JWNR2000v2,,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2011
Actiontec MI424WR rev A,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2006
AboCom WAP5508,,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2012
ASUS RT-N12VP,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2014
Linksys WRT54AG,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,abg,2004
D-Link DSL-2760U,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,
Crestron CEN-WAP-ABG-CM,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,abg,2009
Ubiquiti Networks NanoStation Loco M2,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2011
Linksys WAP54GPE,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2005
TRENDnet TEW-658BRM,,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2011
Linksys E1200 v1,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2011
SMC SMCWBR11-G,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,
BT Home Hub 1.0,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,
Edge-corE ECG9210-04,,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2010
ALFA Network Hornet-UB,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2012
Loopcomm LP-7316H,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2011
AMIT CDW530AM,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2009
D-Link DI-624S rev B1,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2005
TP-LINK TL-WR940N v3.x,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2015
ALFA Network R36,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2011
